symbol,date,numobs,high_21d,high_34d,high_55d,low_11d,low_21d,low_34d,first_date,first_close,close,volume,roc_ytd,roc5,roc10,ma_4d,ma_7d,ma_21d,ma_42d,ma_65d,ma_126d,close_25d_ago,ma_126d_25d_ago,total_up_days_10yr,vol9_5,vol9_10,vol9_50,vol9_126,vol9_252,pct4_10,pct4_20,pct4_40,pct4_60,pct4_126,pct4_252,up_day,consecutive_up_days,total_curr_up_days,total_up_days_252d,total_up_days_ytd,up_day_percentage,max_up_streak,significant_up_days_1pct,significant_up_days_2pct,high_volume_up_days,recent_up_trend_21d,recent_up_trend_63d,strong_up_days,order,name,industry_name,sector,market_cap_mil,shares_in_float_1000s,x50_day_avg_vol_1000s,x50_day_avg_vol_1000s_2,comp_rating,eps_rating,a_d_rating,eps_due_date,ipo_date,etf,current_price,percent_off_high,avg_true_range,rs_rating,rs_3_month_rating,rs_6_month_rating,rs_line_new_high,price_percent_chg,percent_chg_cur_week,percent_chg_1_month,percent_chg_3_months,percent_chg_6_months,percent_chg_12_months,sales_accel_2_qtrs,sales_accel_3_qtrs,sales_percent_chg_lst_qtr,avg_sales_percent_chg_2q,avg_sales_percent_chg_3q,eps_accel_3_qtrs,eps_percent_chg_last_qtr,eps_percent_chg_1_q_ago,eps_percent_chg_2_q_ago,eps_est_next_yr_percent,x3_yr_eps_growth_geq_5_yr,eps_trl_4q_gtr_eps_4_yrs_ago,eps_trl_4q_geq_eps_lst_fiscal_yr,funds_percent,earnings_stability,yield_percent
ACGL,2025-10-17,5033,94.805,94.805,94.805,85.93,85.93,85.93,2025-01-02,91.38,86.51,6463161,-5.32939374042459,0.935546663782848,0.952858244300033,88.6349999999998,90.212857142857,90.327619047619,90.7154761904762,89.99,90.848253968254,92.26,91.4415873015873,1354,0,0,0,0,0,0,0,0,0,0,2,TRUE,1,2679,123,96,53.2,10,1429,730,899,10,29,444,82,Arch Capital Group,Insurance-Prop/Cas/Titl,INSURANCE,32287.3,354559,171886,2072,58,71,C-,2025-10-27,1995-09-13,No,86.51,-21.07,1.84,21,19,17,No,0.32,-6.45,-1,-2.4,-6.5,-20.1,Yes,Yes,23,20.9,18.7,No,0,-37,-9,7,No,Yes,No,60,24,0
ACHC,2025-10-17,3519,27.5,27.5,27.5,23.4995,21.72,20.905,2025-01-02,40.77,24.165,1231749,-40.7284768211921,0.996084089035449,0.890383198231393,24.62875,24.6064285714285,24.7245238095237,23.5251190476191,22.6766153846153,22.8357539682542,21.73,23.5923809523812,1252,0,0,0,1,1,0,2,2,2,7,15,FALSE,0,1774,124,103,50.4,10,1033,565,554,12,39,293,84,Acadia Healthcare,Medical-Outpnt/Hm Care,MEDICAL,2226.2,90284,70907,2888,31,49,B+,2025-10-30,-,No,24.17,-60.07,1.18,14,78,57,No,-2.32,-0.39,10.2,6.1,1.1,-59.3,Yes,No,9,4.8,4.6,No,-9,-52,-25,7,No,Yes,No,87,14,0
ACHR,2025-10-17,1213,14.62,14.62,14.62,10.25,8.92,8.165,2025-01-02,9.57,11.24,56635989,17.4503657262278,0.939014202172097,0.971477960242005,12.29,12.3657142857143,11.1266666666667,10.0175,10.1583846153846,10.1567857142857,8.75,9.50686507936509,540,1,2,7,20,45,2,4,6,8,20,45,FALSE,0,540,120,93,44.6,9,397,318,153,11,26,255,85,Archer Aviation,Aerospace/Defense,AEROSPACE,6170.9,433718,495609,44674,69,23,B+,2025-11-06,-,No,11.24,-23.12,0.91,93,86,78,No,-5.31,-6.1,24.9,-16.1,55.5,252.4,No,No,-,-,-,No,-13,53,-42,-3,No,No,Yes,49,-,0
ACHV,2025-10-17,4316,4.4399,4.4399,4.4399,3.03,2.765,2.68,2025-01-02,3.69,4.2,15968800,13.8211382113821,1.36363636363636,1.33333333333333,3.40749999999837,3.29857142857211,3.16761904761936,3.08035714285718,2.9120769230807,2.90488095239175,3.08,2.77797619048699,1099,1,1,1,1,1,2,2,5,6,17,28,TRUE,1,1923,115,93,44.6,9,1434,1043,377,14,33,767,86,Achieve Life Sciences,Medical-Biomed/Biotech,MEDICAL,218.1,47260,4838,1453,59,8,C,2025-11-06,1995-10-12,No,4.2,-20.9,0.25,91,97,95,No,36.36,36.36,41.9,52.7,111.1,-16.8,No,No,-,-,-,No,-48,-42,-38,10,No,Yes,No,34,-,0
ACI,2025-10-17,1335,19.875,19.875,20.02,16.7,16.7,16.7,2025-01-02,19.66,19.74,9887696,0.406917599186163,1.15303738317757,1.13578826237054,19.3600000000001,18.4,17.7685714285714,18.415119047619,18.8628461538462,20.284246031746,18.73,20.9993253968254,682,1,1,1,1,2,1,1,1,1,1,3,TRUE,2,682,129,103,51.1,9,343,185,228,9,29,103,87,Albertsons,Retail-Super/Mini Mkts,RETAIL,10843.3,538320,128813,6625,30,34,C+,2026-01-13,2020-06-26,No,19.74,-14.91,0.45,28,79,24,No,2.65,15.3,7.3,-2.5,-9.1,7.1,No,No,2,2.2,2.3,No,-14,-17,-15,8,No,No,No,34,12,3
ACIC,2025-10-17,3473,12.41,12.41,12.41,11.35,11.035,10.705,2025-01-02,12.73,11.79,166737,-7.38413197172035,0.99746192893401,1.01114922813036,11.9675,11.9614285714286,11.6609523809524,11.335,11.0761538461538,11.0376984126984,11.03,11.0101587301587,1169,0,0,0,0,0,0,0,1,2,4,7,TRUE,1,1624,118,93,46.8,13,1073,714,560,14,34,485,88,Amer Coastal Insurance,Insurance-Prop/Cas/Titl,INSURANCE,574.9,24382,2216,178,63,43,B-,2025-11-06,-,No,11.79,-21.82,0.33,57,80,67,No,1.2,-0.25,5.9,8.2,6.5,10.7,Yes,No,26,17.2,29.7,Yes,40,-16,-68,4,No,Yes,Yes,34,-,0
ACIO,2025-10-17,1579,43.91,43.91,43.91,43.0536,42.999,41.9638,2025-01-02,40.155,43.47,78127,8.25550989914083,1.00967166508724,0.997247075017206,43.4417499999999,43.4329428571428,43.4656380952381,43.0619095238095,42.6695261538462,41.4438031746032,43.04,40.4099841269841,837,0,0,0,0,0,0,0,0,0,0,1,TRUE,1,837,135,108,53,10,102,12,278,13,35,4,90,Aptus Collared Incm Opp,Finance-ETF / ETN,MISC,2165.9,47425,5425,124,-,0,B,-,-,Yes,43.47,-1,0.3,60,62,59,No,0.31,0.97,0.7,4.4,17.4,8,No,No,-,-,-,No,9,10,21,-,No,Yes,Yes,0,-,0.4
ACIW,2025-10-17,4589,54.28,54.28,54.28,47.5501,47.5501,47.5501,2025-01-02,52.59,48.75,800782,-7.30176839703366,0.955694961772202,0.909175680716151,49.7325000000001,50.4742857142859,51.874761904762,50.6859523809524,48.5373846153847,48.1542063492064,50.15,48.4435714285715,1291,0,0,0,0,0,0,0,0,1,2,6,TRUE,1,2352,126,101,51.3,12,1306,632,838,9,32,311,92,ACI Worldwide,Computer Sftwr-Financial,SOFTWARE,5030.6,101128,42539,859,71,77,B+,2025-10-30,1995-02-23,No,48.75,-18.36,1.34,34,49,36,No,1.18,-4.43,-2,6.7,-4.3,-6.1,No,No,7,16.1,9.1,No,-26,410,-15,11,Yes,Yes,Yes,67,20,0
ACLS,2025-10-17,5033,102.93,102.93,102.93,79.06,79.06,77.1646,2025-01-02,70.2,82.88,407310,18.0626780626781,1.04659679252431,0.934280238980949,82.6625,82.2685714285713,89.9716666666669,86.5765476190477,82.9070769230769,73.0112698412699,85.55,65.1805158730159,1295,0,0,0,0,0,1,1,2,5,16,19,FALSE,0,2457,120,101,48.8,10,1805,1241,955,7,31,821,96,Axcelis Technologies,Elec-Semiconductor Equip,CHIPS,2603.9,31103,50324,602,79,59,C-,2025-10-29,2000-07-11,No,82.88,-19.48,3.84,83,68,85,No,-0.88,4.66,-9,15.9,85.1,-11.6,No,No,-24,-23.9,-22.2,No,-35,-38,-28,2,No,Yes,No,69,34,0
ACLX,2025-10-17,929,94.07,94.07,94.07,82.195,76.53,67,2025-01-02,78.75,86.99,500598,10.4634920634921,1.00218894009217,1.02256964852474,88.885,88.1371428571429,83.6916666666667,78.2025,75.6121538461537,69.9434126984127,76.19,66.4142460317461,470,0,0,0,0,0,1,1,2,3,6,14,FALSE,0,470,129,104,50.6,10,353,258,174,11,33,181,97,Arcellx,Medical-Biomed/Biotech,MEDICAL,4824.3,39929,49723,567,46,1,C-,2025-11-17,2022-02-04,No,86.99,-18.98,3.39,83,89,88,No,-2.09,0.22,13.8,22.6,40.3,-8.7,Yes,No,-72,-75.9,-75.8,No,-84,-707,-312,21,No,No,No,75,-,
ACM,2025-10-17,4641,133.845,133.845,133.845,127.61,127.55,123,2025-01-02,106.3,130.87,913896,23.1138287864535,1.01607142857143,1.01520440617485,131.8075,131.267142857143,130.582380952381,128.08880952381,123.892461538462,116.349444444444,126.6,109.071031746032,1319,0,0,0,0,0,0,0,1,2,2,3,FALSE,0,2418,130,107,52.1,10,1265,592,884,9,36,261,98,AECOM,Bldg-Heavy Construction,BUILDING,17333.2,131121,118659,911,94,94,B+,2025-11-18,2007-05-10,No,130.87,-2.22,2.57,81,81,80,No,-0.1,1.61,3.1,14.8,38.7,21.7,Yes,No,1,-1.9,-0.3,No,16,20,25,9,No,Yes,Yes,58,4,0.8
ACMR,2025-10-17,3535,45.12,45.12,45.12,36.4,34.923,26.1,2025-01-02,15.57,38.07,1117777,144.508670520231,1.04044820989341,0.916025024061598,38.795,38.7807142857142,39.4335714285715,34.2028571428571,32.0126153846153,28.2030952380952,29.86,25.3285714285714,1202,0,0,0,0,0,0,2,5,7,11,24,FALSE,0,1698,131,106,48,8,1249,929,622,10,32,701,99,ACM Research Cl A,Elec-Semiconductor Equip,CHIPS,2443.3,44369,71236,1856,95,79,B,2025-11-05,2017-11-03,No,38.07,-15.63,2.08,94,92,93,No,-4.06,4.04,12.8,26.1,96.6,100.3,No,No,6,9.8,16.9,No,-2,-12,30,16,No,Yes,No,60,15,0
ACN,2025-10-17,5034,254.17,260.4,265.11,233.6,229.4001,229.4001,2025-01-02,348.82,238.39,4436403,-31.6581618026489,0.989416452228771,0.971751182129464,239.08,241.837142857142,242.762380952381,246.619047619048,251.812461538461,277.391746031746,238.54,289.26507936508,1356,0,0,0,0,0,0,0,0,0,1,3,TRUE,1,2654,123,98,52.7,13,1081,375,912,13,30,151,100,Accenture Cl A,Computer-Tech Services,BUSINS SVC,162259.2,673539,1200436,4979,48,83,D+,2025-12-18,2001-07-19,No,238.39,-40.16,6.73,10,18,8,No,1.87,-1.06,-1.2,-15.7,-15.6,-36.5,No,No,7,7.4,6.8,No,9,12,2,7,No,Yes,No,41,4,2.7
ACRE,2025-10-17,3390,4.87,5.135,5.135,4.39,4.39,4.39,2025-01-02,5.95,4.48,264415,-24.7058823529412,1.01587301587302,0.957264957264957,4.55500000000002,4.50285714285715,4.61571428571429,4.68750000000001,4.605,4.61353174603175,4.83,4.54996031746032,1284,0,0,0,0,0,0,0,1,2,4,6,FALSE,0,1691,113,90,49.9,10,697,289,627,7,27,127,107,Ares Cmcl Real Estate,Finance-Mortgage REIT,REAL EST,246.4,53904,1891,412,8,23,D,2025-10-29,2012-04-26,No,4.48,-40.19,0.12,23,25,23,No,0,1.59,-6.5,-0.7,24.4,-32.8,No,No,-25,-22.6,-15.1,No,-325,121,-175,125,No,No,Yes,23,-,13.4
ACT,2025-10-17,1027,39.26,39.47,39.47,34.87,34.87,34.87,2025-01-02,32.32,35.53,309651,9.9319306930693,1.00395591975134,0.966014138118543,35.6625,35.6185714285715,37.0442857142857,37.622380952381,37.0780769230769,36.4888095238095,38.91,35.9091269841269,550,0,0,0,0,0,0,0,0,0,0,2,TRUE,1,550,134,109,53.6,10,246,101,175,9,36,26,111,Enact Holdings,Finance-Mrtg&Rel Svc,FINANCE,5240.9,25075,13320,377,59,67,D-,2025-11-05,2021-09-16,No,35.53,-9.98,0.75,42,21,21,No,1.43,0.4,-5.9,1.3,1,-3.8,No,No,2,3.6,3,No,-9,6,11,4,No,Yes,No,80,11,2.4
ACVA,2025-10-17,1149,10.55,11.91,14.75,8.33,8.33,8.33,2025-01-02,20.94,8.58,1999658,-59.0257879656161,1.01298701298701,0.847826086956522,8.70000000000003,8.68999999999996,9.52428571428573,10.3102380952381,11.4632307692307,13.6613492063492,10.01,14.6216666666667,567,0,0,0,0,0,0,0,1,1,2,11,FALSE,0,567,124,100,49.4,9,392,258,199,10,27,153,117,ACV Auctions,Retail/Whlsle-Automobile,RETAIL,1476.7,166943,26276,3061,40,80,D,2025-11-05,2021-03-24,No,8.58,-63.42,0.39,3,2,2,No,-1.04,1.3,-16.3,-44.1,-40,-55.3,No,No,21,23,26.9,No,250,300,75,96,No,Yes,Yes,61,-,0
ACWI,2025-10-17,4423,140.24,140.24,140.24,135.7,135.7,131.52,2025-01-02,117.27,138.63,3000205,18.2143770785367,1.02151646894112,0.993763440860215,138.2375,137.975714285715,138.288571428572,136.461428571429,134.658923076923,129.32373015873,136.35,124.618412698413,1375,0,0,0,0,1,0,0,0,0,0,1,TRUE,1,2389,144,116,54,11,620,157,845,13,37,58,120,iShares MSCI ACWI ETF,Finance-ETF / ETN,MISC,22901.7,162200,397521,2871,-,0,B-,-,-,Yes,138.63,-1.15,1.39,72,71,69,No,0.4,2.15,1.2,6.8,24.4,15.6,No,No,-,-,-,No,22,15,30,-,No,Yes,Yes,6,-,1.5
ACWX,2025-10-17,4423,66.505,66.505,66.505,63.92,63.87,61.885,2025-01-02,52.05,65.89,868909,26.5898174831893,1.02985307908721,0.995768475139791,65.5875000000001,65.2671428571426,65.2333333333335,64.3697619047619,63.4281538461539,61.438253968254,64.3,59.4030158730158,1329,0,0,0,0,0,0,0,0,0,0,1,TRUE,5,2321,145,121,52.5,10,649,165,756,14,37,58,122,iSh MSCI ACWI ex US,Finance-ETF / ETN,MISC,6958,105600,62391,946,-,0,B,-,-,Yes,65.89,-0.92,0.56,75,75,68,No,0.05,2.99,1.7,8,20.6,17.7,No,No,-,-,-,Yes,11,10,8,-,No,Yes,Yes,5,-,1.8
ACXP,2025-10-17,1084,8.34,8.34,8.34,4.1,3.9,3.83,2025-01-02,16.8,6.8,74604,-59.5238095238095,0.909090909090909,1.49450549450549,7.1375000000002,7.23285714285713,5.43190476190475,4.92423095238091,5.44163384615386,6.94539047619042,4.31,7.44243809523804,476,0,1,1,2,2,1,2,3,4,6,7,FALSE,0,476,103,86,44,11,385,316,25,10,25,245,123,Acurx Pharmaceuticals,Medical-Biomed/Biotech,MEDICAL,10.5,1138,4861,715,24,51,C-,2025-11-18,2021-06-25,No,6.8,-83.41,0.56,4,95,78,No,-3.27,-9.09,65,-24.3,-8.8,-83.2,No,No,-,-,-,No,64,61,57,29,No,No,Yes,14,-,0
AD,2025-10-17,5034,50.7896,54.3,79.165,48.61,47.03,47.03,2025-01-02,40.34,49.98,102768,23.8968765493307,1.015440877692,0.985798816568047,49.6425,49.5157142857142,49.2209523809523,50.8119047619048,53.1072307692309,47.0422222222222,51,46.0135714285714,1291,0,0,0,0,0,0,0,0,2,5,11,TRUE,4,2535,133,105,50.4,12,1876,1369,824,13,30,990,124,Array Digital Infr,Telecom Svcs-Wireless,TELECOM,4317.1,29353,14699,284,56,67,B,2025-10-30,1988-05-03,No,49.98,-36.87,1.21,60,31,58,No,0.38,1.54,0.6,-27.2,-27.2,-14.9,Yes,No,-1,-3.7,-3.5,Yes,80,10,-69,11,No,No,Yes,35,-,0
ADAM,2025-10-17,4349,7.52,7.52,7.52,6.76,6.76,6.76,2025-01-02,6.14,6.88,560073,12.0521172638437,1.01176470588235,0.98567335243553,6.92000000000001,6.892857142857,6.98857142857152,7.10178571428568,6.9817692307692,6.7759920634921,7.13,6.6075793650794,1232,0,0,0,0,0,0,0,0,0,2,6,TRUE,1,2139,128,100,49.2,11,1012,464,665,8,30,245,126,Adamas Trust,Finance-Mortgage REIT,REAL EST,621.4,88506,4366,636,61,69,B-,2025-10-29,2004-06-24,No,6.88,-8.51,0.17,72,34,40,No,1.47,1.18,-6,2.8,26.7,22.6,No,No,-3,-,-,No,86,144,-231,21,No,Yes,Yes,42,-,13.4
ADBE,2025-10-17,5033,370.31,370.86,370.86,327.5,327.5,327.5,2025-01-02,441,333.26,4035035,-24.4308390022676,0.987407780510207,0.96112360846744,332.264999999999,336.194285714287,348.29761904762,351.14119047619,352.71076923077,370.357976190475,349.36,375.082976190475,1342,0,0,0,0,0,0,0,0,0,0,3,TRUE,1,2637,124,99,52.4,10,1366,627,878,7,27,272,128,Adobe,Computer Sftwr-Desktop,SOFTWARE,139502.6,414414,1498137,4482,56,91,E,2025-12-11,1986-08-14,No,333.26,-40.27,9.42,14,17,11,No,1.22,-1.26,-8,-9.1,-4.5,-32.9,Yes,Yes,11,10.7,10.5,No,14,13,13,12,Yes,Yes,Yes,47,2,0
ADC,2025-10-17,5035,75.23,75.23,75.23,69.76,69.76,69.76,2025-01-02,69.74,75.06,895647,7.62833381129913,1.04105409153953,1.06362476973218,74.1275000000002,73.1285714285713,71.6042857142855,72.1185714285715,72.4547692307693,73.441984126984,73.1,74.2471428571427,1321,0,0,0,0,0,0,0,0,0,0,0,TRUE,9,2591,124,99,51.5,11,1114,458,806,13,28,233,130,Agree Realty,Finance-Property REIT,REAL EST,8306.6,108452,71787,952,57,44,B+,2025-10-21,1994-04-15,No,75.06,-5.76,1.03,38,74,42,No,0.68,4.11,4.3,4.5,-5,-1.1,Yes,Yes,15,14.1,13.2,No,2,3,4,5,No,Yes,Yes,66,4,4.2
ADCT,2025-10-17,1364,4.74,4.74,4.74,3.99,3.27,3.04,2025-01-02,2,4.08,737660,104,0.923076923076923,1,4.14499999999993,4.3142857142857,4.02380952380951,3.63988095238096,3.40069230769234,2.95242063492065,3.31,2.45924603174604,607,0,0,0,0,0,2,5,8,10,22,41,FALSE,0,607,116,92,44.5,8,504,403,192,11,33,320,131,ADC Therapeutics,Medical-Biomed/Biotech,MEDICAL,459,76499,3732,921,76,28,B+,2025-11-11,2020-05-15,No,4.08,-13.92,0.25,95,93,95,No,-1.21,-7.69,25.5,31.2,237.2,29.9,No,No,8,17.9,12.2,No,0,42,74,15,No,Yes,Yes,41,-,0
ADEA,2025-10-17,764,18.25,18.25,18.25,15.45,15.45,14.76,2025-01-02,13.73,16.56,562960,20.611798980335,1.05410566518141,0.957779063042221,16.755,16.4142857142857,16.7885714285714,16.0885714285714,15.2743076923077,14.3772222222222,15.65,13.6312698412698,389,0,0,0,0,0,1,1,3,5,7,11,FALSE,0,389,128,96,51,9,237,136,132,10,32,78,133,Adeia,Internet-Content,INTERNET,1796.7,107414,9002,541,80,30,B+,2025-11-03,2003-11-13,No,16.56,-9.26,0.61,85,86,83,No,-0.3,5.41,5.5,17,39.4,32.8,No,No,-2,1.6,13.5,No,-11,4,74,5,No,No,No,65,37,1.2
ADI,2025-10-17,5035,250.36,252,258.13,224.71,224.71,224.71,2025-01-02,211.35,242.87,2401260,14.9136503430329,1.07788922421445,1.00363651390553,239.5075,236.557142857143,241.269523809524,245.00380952381,239.440615384615,230.507023809524,245.21,220.9325,1322,0,0,0,0,3,1,1,1,2,4,8,TRUE,5,2601,128,103,51.7,11,1290,580,968,13,34,246,136,Analog Devices,Elec-Semiconductor Mfg,CHIPS,119481.1,487035,825078,3394,93,89,C-,2025-12-02,-,No,242.87,-5.91,5.73,67,61,68,No,0.52,7.79,-1.4,0.8,37.8,6.8,Yes,Yes,25,23.4,14.4,No,30,32,-6,21,No,Yes,Yes,52,26,1.6
ADM,2025-10-17,5033,64.57,64.57,64.57,58.42,58.17,58.17,2025-01-02,50.22,63.33,3048602,26.10513739546,1.04092702169625,1.03751638269987,62.8650000000002,62.1785714285714,61.3152380952382,61.6615476190476,59.8886923076924,55.3208333333333,61.57,52.3540079365079,1313,0,0,0,0,0,0,0,0,1,3,5,TRUE,1,2609,118,93,51.8,10,1228,498,942,10,30,206,139,Archer Daniels Midland,Food-Grain & Related,FOOD/BEV,30427.8,475659,243263,3823,50,34,B-,2025-11-04,-,No,63.33,-1.92,1.74,80,81,82,No,0.68,4.09,3.7,18.3,32.4,8,Yes,No,-5,-6.3,-6.3,No,-10,-52,-16,21,No,Yes,No,48,30,3.2
ADMA,2025-10-17,2987,16.624,17.4,20.2633,13.82,13.82,13.82,2025-01-02,17.97,14.36,2109554,-20.0890372843628,0.987620357634113,0.979536152796726,14.74,14.6842857142857,14.932380952381,15.7891666666667,16.4539230769231,18.2110714285714,16.11,19.1367857142857,1169,0,0,0,1,3,1,1,2,3,6,19,FALSE,0,1366,123,97,45.7,12,1022,726,564,9,29,483,140,ADMA Biologics,Medical-Biomed/Biotech,MEDICAL,3426.7,231471,49945,3282,57,59,C-,2025-11-05,-,No,14.36,-44.06,0.59,13,7,5,No,-1.37,-1.24,-7.7,-18.4,-32.6,-10.9,No,No,14,27,37.7,No,8,75,250,58,No,Yes,Yes,60,-,0
ADNT,2025-10-17,2264,26.16,26.16,26.16,22.01,22.01,22.01,2025-01-02,16.75,22.82,788741,36.2388059701493,1.01738742755239,0.882102821801314,23.0200000000002,22.9185714285715,24.0795238095237,24.2759523809524,23.6539999999998,20.4285714285716,23.99,18.1319047619049,1151,0,0,0,0,0,0,1,2,4,11,19,FALSE,0,1151,123,100,50.9,9,772,491,388,8,28,313,143,Adient,Auto/Truck-Original Eqp,AUTO,1854,80432,23490,1015,91,97,B,2025-11-05,-,No,22.82,-12.77,0.86,85,24,85,No,-1.13,1.74,-6.7,3.5,99.7,4.5,Yes,Yes,1,-1.5,-2.5,Yes,41,28,-13,20,Yes,Yes,Yes,62,95,0
ADP,2025-10-17,5035,294.46,302.68,310.08,279.4201,279.4201,279.4201,2025-01-02,289.65,281.27,1301110,-2.89314690143276,0.986254777516743,0.965534997082146,282.889999999999,283.855714285714,288.901666666666,293.860119047619,297.478230769231,303.200793650793,293.5,304.779484126984,1357,0,0,0,0,0,0,0,0,0,0,2,TRUE,1,2675,130,105,53.1,11,937,269,917,10,32,93,144,Automatic Data,Comml Svcs-Outsourcing,BUSINS SVC,113926.4,400992,490394,1739,59,82,B,2025-10-29,-,No,281.27,-14.75,4.76,23,18,14,No,0.4,-1.37,-2.6,-6.9,-4.1,-3.7,Yes,No,8,6.6,7.1,No,8,6,10,10,Yes,Yes,No,43,3,2.2
ADPT,2025-10-17,1587,17.62,17.62,17.62,14.11,12.51,12.34,2025-01-02,6.19,16.3,1575388,163.327948303716,1.07448912326961,1.13351877607789,16.565,16.0828571428572,14.7119047619048,13.8001190476191,12.9577692307692,11.4522619047619,12.61,10.1278571428571,775,0,0,0,1,1,2,3,5,9,14,29,FALSE,0,775,125,99,48.9,12,609,466,287,13,37,342,145,Adaptive Biotechnologies,Medical-Biomed/Biotech,MEDICAL,2482,141613,32332,1911,92,41,B+,2025-11-05,2019-06-27,No,16.3,-7.49,0.81,97,95,93,No,-5.62,7.45,27.1,55.2,122.4,251.3,Yes,Yes,36,30.8,21.7,No,35,38,52,13,No,Yes,Yes,59,-,0
ADSK,2025-10-17,5033,326.54,329.09,329.09,298.8,298.8,298.8,2025-01-02,293.32,303.66,2202107,3.52516023455614,1.00052718286656,0.952210724365005,303.787499999999,305.277142857143,315.223809523809,312.511785714286,306.714,299.932222222222,319.045,289.025317460318,1336,0,0,0,0,0,0,0,1,1,2,3,TRUE,1,2613,127,95,51.9,12,1489,754,910,7,31,381,149,Autodesk,Computer Sftwr-Design,SOFTWARE,64679.6,210870,480572,1599,91,97,B,2025-12-02,1985-06-28,No,303.66,-7.73,6.15,55,30,44,No,1.28,0.05,-4.9,3.9,17,4.5,Yes,Yes,17,16.2,14.7,No,22,22,10,14,No,Yes,Yes,57,5,0
ADT,2025-10-17,1948,8.86,8.935,8.935,8.37,8.37,8.37,2025-01-02,6.98,8.62,6879682,23.4957020057306,1.02986857825568,0.979545454545454,8.575,8.54428571428572,8.63666666666668,8.66964285714286,8.60746153846151,8.45511904761904,8.83,8.31329365079365,964,0,0,0,0,4,0,0,0,0,0,4,TRUE,1,964,129,106,49.5,8,593,344,261,11,27,180,150,ADT,Security/Sfty,BUSINS SVC,7069.1,742375,78324,9060,86,95,C,2025-10-30,2018-01-19,No,8.62,-3.53,0.16,67,39,44,No,1.06,2.99,0.1,1.4,9.5,22.8,Yes,No,7,6.7,7,No,35,11,11,11,Yes,Yes,Yes,42,52,2.6
ADTN,2025-10-17,5033,9.79,10.64,10.64,8.4014,8.4014,8.4014,2025-01-02,8.7,9.04,933878,3.90804597701149,1.04994192799071,0.977297297297297,9.12250000000004,8.9571428571427,9.20523809523809,9.36952380952386,9.25799999999997,8.7918253968255,10.11,8.62912698412709,1244,0,0,0,0,0,1,1,3,5,9,19,FALSE,0,2503,126,94,49.7,10,1472,792,919,8,30,427,151,Adtran Holdings,Telecom-Cable/Satl Eqp,TELECOM,722.9,78362,14113,1563,84,70,B,2025-11-03,1994-08-09,No,9.04,-27.33,0.43,63,28,59,No,-3.93,4.99,3.1,-5.4,21.7,43.3,Yes,Yes,17,13.4,11.5,No,92,115,89,199,No,No,Yes,45,-,0
ADVM,2025-10-17,2822,5.75,5.75,5.75,4.1,2.95,2.87,2025-01-02,4.8,4.29,104149,-10.625,0.891891891891892,0.795918367346939,4.48000000000011,4.60142857142859,4.59857142857163,3.85630952380893,3.40715384615384,3.01003968254006,3.02,2.98623015873053,1178,0,0,0,0,0,2,6,8,8,20,29,FALSE,0,1334,113,93,47.3,9,1106,834,376,11,30,621,158,Adverum Biotechnologies,Medical-Biomed/Biotech,MEDICAL,90,19724,1611,375,54,8,A-,2025-11-06,2014-07-31,No,4.29,-49.88,0.5,80,95,94,No,-5.92,-10.81,49,51.1,46.4,-46.9,No,No,-,-,-,No,-60,-36,19,54,No,Yes,No,14,-,0
AEC,2025-10-17,2502,12.49,28.75,28.87,7.416,6.6701,5.14,2025-09-04,5.418,7.97,448249,47.1022517534145,0.774538386783285,0.828482328482328,9.79249999999998,9.90857142857142,9.25142857142862,12.9704047619047,18.5245692307692,22.7670396825397,5.32,25.8341825396825,1284,0,0,0,1,1,2,5,5,5,6,7,FALSE,0,1284,143,18,51.3,11,672,339,457,13,32,186,164,Anfield Energy,Mining-Metal Ores,MINING,124.9,10032,954,128,47,8,-,-,-,No,7.97,-36.19,1.13,81,10,23,No,-16.89,-22.55,15.2,20.5,165.7,11.9,No,No,-,-,-,No,-65,-29,-18,-,No,No,No,24,-,
AEE,2025-10-17,5035,106.23,106.23,106.23,102.82,98.1292,97.9,2025-01-02,88.99,105.52,1225244,18.5751208000899,1.01784508536703,1.01715828031618,105.0875,104.368571428571,103.078571428571,101.654285714286,101.367230769231,99.111111111111,100.79,98.3473809523809,1341,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,2620,137,113,52,16,914,218,1036,11,33,71,165,Ameren,Utility-Diversified,UTILITY,28533.6,267704,163207,1545,78,69,C,2025-11-06,-,No,105.52,-0.67,1.35,65,74,64,No,0.29,1.78,6.6,8.5,7,19.5,Yes,No,31,23.3,22.2,No,4,5,28,7,No,Yes,Yes,57,2,2.7
AEG,2025-10-17,5034,8.15,8.15,8.15,7.2719,7.2719,7.2719,2025-01-02,5.89,7.36,6118058,24.9575551782683,0.959582790091265,0.931645569620253,7.60250000000004,7.65142857142854,7.82142857142857,7.77476190476188,7.59123076923077,7.25777777777776,7.75,6.9642857142857,1284,0,0,1,1,1,0,0,0,1,1,1,FALSE,0,2528,143,114,50.2,9,1452,756,755,10,34,411,167,Aegon ADR,Insurance-Life,INSURANCE,14874.6,1717850,34430,4634,68,80,D-,2025-11-22,-,No,7.36,-9.69,0.12,69,25,43,No,-2.65,-4.04,-4.4,4.1,20.7,15.7,No,No,8,7.9,2.5,No,800,800,2500,9,No,Yes,Yes,5,-,5.1
